,Wavelength,Transmittance,Reflectance,Absorbance
0,300.0,0.9898757377985996,0.008411128595471383,0.001713129859972476
1,301.0,0.9898924305135077,0.008397023379802703,0.0017105501769037873
2,302.0,0.9899089158851379,0.008383080512285233,0.0017080027543397663
3,303.0,0.9899251974723018,0.008369321003556252,0.0017054880948944703
4,304.0,0.9899412787553683,0.008355721160769462,0.0017030031348986164
5,305.0,0.9899571631383947,0.008342285454273225,0.0017005464696103522
6,306.0,0.9899728539511343,0.008329031839966774,0.001698118724634704
7,307.0,0.9899883544510714,0.008315921649336816,0.0016957219347114084
8,308.0,0.9900036678252954,0.008302984684705734,0.0016933514890297456
9,309.0,0.9900187971923958,0.008290188163518905,0.0016910103157079073
10,310.0,0.9900337456042496,0.008277552127838135,0.0016886963748584177
11,311.0,0.9900485160477512,0.008265076279640198,0.0016864113021893073
12,312.0,0.9900631114465466,0.008252739086747169,0.0016841508958532442
13,313.0,0.9900775346626329,0.008240541890263558,0.0016819176811350273
14,314.0,0.9900917884979676,0.008228497505187988,0.0016797086700717132
15,315.0,0.9901058756960037,0.008216602802276611,0.0016775257252902608
16,316.0,0.9901197989431878,0.00820482410490513,0.0016753689179313457
17,317.0,0.9901335608704056,0.008193199336528779,0.0016732352227700265
18,318.0,0.9901471640543921,0.008181707337498664,0.0016711278598359148
19,319.0,0.9901606110190915,0.008170349150896072,0.001669043078345576
20,320.0,0.9901739042369695,0.008159107342362405,0.0016669806931804581
21,321.0,0.9901870461303338,0.008148013725876807,0.0016649419115401637
22,322.0,0.9902000390725323,0.008137040957808494,0.001662926200224329
23,323.0,0.9902128853891873,0.008126183077692986,0.0016609335366683906
24,324.0,0.990225587359377,0.008115453273057937,0.0016589619112255705
25,325.0,0.9902381472167611,0.008104843497276306,0.0016570130581658403
26,326.0,0.9902505671506852,0.008094353005290031,0.0016550852011278138
27,327.0,0.99026284930727,0.008083978295326233,0.001653177743901334
28,328.0,0.9902749957904388,0.008073707520961761,0.001651292087090052
29,329.0,0.9902870086629454,0.008063560053706169,0.0016494248253820947
30,330.0,0.9902988899473543,0.00805353507399559,0.0016475793576410174
31,331.0,0.9903106416270012,0.008043603375554084,0.0016457544229433658
32,332.0,0.9903222656469096,0.008033791407942772,0.0016439483332305934
33,333.0,0.9903337639147161,0.008024079203605651,0.0016421603198705382
34,334.0,0.990345138301534,0.00801446221768856,0.0016403928111140087
35,335.0,0.9903563906428124,0.008004964217543603,0.001638642466705289
36,336.0,0.9903675227391727,0.007995562925934792,0.0016369120204945034
37,337.0,0.990378536357203,0.007986263558268546,0.0016351999420476321
38,338.0,0.9903894332302724,0.007977066487073898,0.0016335058938784757
39,339.0,0.9904002150592496,0.007967953383922578,0.0016318278802009561
40,340.0,0.9904108835132907,0.007958948612213135,0.0016301687474606415
41,341.0,0.9904214402305379,0.00795002944767475,0.0016285244837126933
42,342.0,0.9904318868188396,0.007941207960247993,0.0016268986038085254
43,343.0,0.9904422248564125,0.007932484820485116,0.00162529026282756
44,344.0,0.9904524558925364,0.007923843264579773,0.0016236978286451756
45,345.0,0.9904625814481741,0.007915300875902176,0.001622120344009103
46,346.0,0.9904726030166379,0.007906837984919549,0.0016205599816476151
47,347.0,0.9904825220641652,0.00789845608174801,0.0016190160146834515
48,348.0,0.9904923400305463,0.007890169322490693,0.0016174851150845045
49,349.0,0.9905020583297065,0.00788196176290512,0.0016159731683637935
50,350.0,0.9905116783502496,0.007873839586973191,0.001614473585968894
51,351.0,0.9905212014560473,0.007865804508328437,0.0016129905511388775
52,352.0,0.9905306289867423,0.007857854664325713,0.0016115212317618125
53,353.0,0.9905399622582961,0.007849974185228347,0.001610066380462754
54,354.0,0.9905492025634995,0.007842177003622055,0.0016086261536475061
55,355.0,0.9905583511724575,0.00783445045351982,0.001607199574891652
56,356.0,0.9905674093330968,0.00782680444419384,0.0016057871828798087
57,357.0,0.9905763782716156,0.007819234654307365,0.001604387377183244
58,358.0,0.9905852591929579,0.007811731323599815,0.0016030035242329322
59,359.0,0.990594053281267,0.007804316505789757,0.0016016316109016917
60,360.0,0.9906027617003127,0.007796961143612862,0.0016002730991931608
61,361.0,0.9906113855939331,0.007789687439799309,0.0015989267475288367
62,362.0,0.9906199260864382,0.007782476991415024,0.0015975942974910293
63,363.0,0.9906283842830274,0.007775345072150231,0.0015962756482076812
64,364.0,0.990636761270178,0.007768272534012795,0.0015949677724529621
65,365.0,0.9906450581160408,0.007761262282729149,0.0015936726282962058
66,366.0,0.9906532758708113,0.007754330337047577,0.0015923889408532138
67,367.0,0.9906614155670931,0.007747469544410706,0.0015911182028412602
68,368.0,0.9906694782202831,0.007740670070052147,0.0015898598757030575
69,369.0,0.9906774648288785,0.007733924239873886,0.0015886133949334347
70,370.0,0.9906853763748701,0.007727248519659042,0.0015873764898515386
71,371.0,0.9906932138240304,0.0077206332236528395,0.0015861524820957296
72,372.0,0.990700978126269,0.0077140874415636065,0.001584939149543078
73,373.0,0.9907086702159379,0.007707594111561775,0.001583738252111306
74,374.0,0.9907162910121582,0.007701159417629242,0.0015825474955454583
75,375.0,0.9907238414190934,0.007694786116480827,0.0015813683219130503
76,376.0,0.9907313223262796,0.007688479349017143,0.0015801990106047192
77,377.0,0.9907387346088931,0.007682222723960876,0.0015790391799146342
78,378.0,0.9907460791280406,0.007676026374101638,0.001577892380046269
79,379.0,0.9907533567310335,0.007669887095689773,0.0015767538321597569
80,380.0,0.9907605682516593,0.007663804069161415,0.0015756260730904797
81,381.0,0.9907677145104498,0.0076577715575695034,0.0015745082110697882
82,382.0,0.9907747963149192,0.00765180416405201,0.0015734021886328452
83,383.0,0.9907818144598375,0.0076458840072155,0.0015723035309201997
84,384.0,0.9907887697274734,0.007640009373426437,0.0015712156259087545
85,385.0,0.9907956628878197,0.007634201496839524,0.0015701384964086369
86,386.0,0.9908024946988404,0.0076284390687942506,0.001569068859234923
87,387.0,0.9908092659066952,0.0076227205991744994,0.0015680113576036292
88,388.0,0.9908159772459725,0.007617058306932449,0.0015669590049856397
89,389.0,0.9908226294398904,0.007611452862620354,0.0015659182052241
90,390.0,0.990829223200534,0.007605892568826675,0.0015648874591897971
91,391.0,0.9908357592290392,0.007600372284650802,0.0015638628982469734
92,392.0,0.9908422382158204,0.0075949057191610336,0.0015628504476353766
93,393.0,0.9908486608407684,0.007589497864246369,0.0015618439050376976
94,394.0,0.990855027773421,0.007584117278456688,0.0015608468522259713
95,395.0,0.9908613396731889,0.007578795477747917,0.0015598609061089736
96,396.0,0.990867597189521,0.007573526501655579,0.0015588793241659222
97,397.0,0.9908738009620954,0.007568294703960418,0.0015579086337948178
98,398.0,0.9908799516209964,0.007563108876347542,0.0015569443397726213
99,399.0,0.9908860497868908,0.007557965442538261,0.0015559905433929313
100,400.0,0.990892096071197,0.007552861496806145,0.0015550422552405734
101,401.0,0.9908980910762653,0.007547800987958908,0.0015541039236905134
102,402.0,0.990904035395526,0.007542789876461029,0.0015531725121764118
103,403.0,0.9909099296136492,0.007537823468446732,0.0015522473539386062
104,404.0,0.9909157743067177,0.007532893791794777,0.0015513329735768148
105,405.0,0.9909215700423788,0.007528006210923195,0.0015504246893306357
106,406.0,0.9909273173799835,0.007523160576820374,0.0015495235193611976
107,407.0,0.990933016870728,0.007518351748585701,0.0015486309273274191
108,408.0,0.9909386690578356,0.007513583600521088,0.0015477453286439657
109,409.0,0.9909442744766457,0.0075088669359683995,0.0015468663561569224
110,410.0,0.9909498336547964,0.00750416710972786,0.0015459945961811422
111,411.0,0.9909553471123437,0.007499517947435379,0.001545129542564635
112,412.0,0.9909608153618831,0.007494909912347794,0.001544273072668173
113,413.0,0.990966238908694,0.007490337565541267,0.0015434221334908473
114,414.0,0.9909716182508675,0.007485805228352547,0.0015425803667949629
115,415.0,0.990976953879425,0.007481299638748169,0.0015417425149553575
116,416.0,0.9909822462784382,0.00747684508562088,0.0015409127599196194
117,417.0,0.9909874959251581,0.007472413554787636,0.0015400895926268546
118,418.0,0.9909927032901287,0.007468026429414749,0.0015392721933676784
119,419.0,0.9909978688372928,0.007463672459125519,0.0015384629186974324
120,420.0,0.9910029930241112,0.007459344416856766,0.0015376587311675672
121,421.0,0.9910080763016866,0.0074550571292638776,0.0015368608310200494
122,422.0,0.9910131191148528,0.007450817003846168,0.0015360690027228258
123,423.0,0.9910181219022755,0.007446589022874832,0.0015352847070244308
124,424.0,0.9910230850965859,0.007442412972450256,0.0015345045733920703
125,425.0,0.9910280091244491,0.007438259646296502,0.0015337314647604506
126,426.0,0.9910328944066873,0.007434134930372238,0.0015329666512116386
127,427.0,0.9910377413583688,0.0074300549924373625,0.0015322060040944346
128,428.0,0.991042550388897,0.007426001876592636,0.0015314493575079113
129,429.0,0.9910473219021158,0.007421972304582596,0.0015307000211214773
130,430.0,0.9910520562963976,0.007417981922626496,0.0015299572933873
131,431.0,0.9910567539647371,0.007414025589823723,0.0015292191203025447
132,432.0,0.9910614152948224,0.007410102859139443,0.0015284882024116397
