,Wavelength,Transmittance,Reflectance,Absorbance
1,300.0,0.9449263257344256,0.054449158238411885,0.0006245011447970877
2,301.0,0.9449696836476453,0.05440682849126216,0.0006234769016516733
3,302.0,0.945012984670571,0.05436439788963833,0.0006226443813598006
4,303.0,0.9450734219132828,0.054303992729969316,0.0006226213708079876
5,304.0,0.945155097070117,0.054222079477735795,0.0006227996883063705
6,305.0,0.945172919081878,0.054205702734513216,0.0006213579353882795
7,306.0,0.9452125794687479,0.05416604628096801,0.0006213362837128542
8,307.0,0.945246659907555,0.05413265621991362,0.0006206623194090906
9,308.0,0.9453535776027376,0.0540256591959279,0.0006208408167986082
10,309.0,0.9453797667358247,0.05400088603152521,0.0006193463052173994
11,310.0,0.9454630707939554,0.05391806286916695,0.0006189100125971018
12,311.0,0.9455090314176889,0.0538719631509725,0.0006190193296926872
13,312.0,0.9454973239299476,0.05388389810442087,0.0006188233622426555
14,313.0,0.9455596121461598,0.05382303017531988,0.0006173592712668354
15,314.0,0.9456651682268964,0.05371790872493386,0.0006169041867433028
16,315.0,0.9457242267506978,0.053659936183809306,0.0006158527286461342
17,316.0,0.9457453514355594,0.05363908998722396,0.0006155736837333709
18,317.0,0.9458097212692526,0.053574103172619826,0.0006161700451871278
19,318.0,0.945812142284338,0.053573391180572104,0.0006144423563708998
20,319.0,0.945861895176697,0.0535233289010385,0.0006148032462738193
21,320.0,0.9459657354968568,0.05341976557113696,0.0006144877248156276
22,321.0,0.9459716551164405,0.05341387226918992,0.0006144748002720635
23,322.0,0.9459807041876604,0.0534062014088165,0.00061308249811082
24,323.0,0.9461259861702949,0.05326115944652632,0.0006128559616084892
25,324.0,0.9461201243668258,0.05326732560252585,0.0006125461159663825
26,325.0,0.946107109706085,0.05328141825684533,0.0006114580313935976
27,326.0,0.9462115312620807,0.05317623186785728,0.0006122669680095407
28,327.0,0.9462349420310245,0.053153579685795115,0.0006114652640346854
29,328.0,0.946314660970633,0.053075180176556117,0.0006101607580259403
30,329.0,0.9463057725497824,0.053083721385871065,0.0006105018466678774
31,330.0,0.9463219258860128,0.05306838379670307,0.0006096298659031069
32,331.0,0.9463853440401054,0.0530051419311082,0.0006094925076133315
33,332.0,0.9464971292629312,0.05289375827034283,0.000609112842503749
34,333.0,0.9464779778991504,0.052913982154403814,0.000608067363385439
35,334.0,0.9465691230266986,0.05282236857567355,0.0006085185514096266
36,335.0,0.9465919818622679,0.052799391509778804,0.0006085715140791897
37,336.0,0.9465983247616604,0.0527941604138026,0.0006074952736858286
38,337.0,0.946567207787376,0.05282605951117445,0.0006067540202736896
