,Wavelength,Reflectance-Bare,Reflectance-QD
417,383.0,7.722296500000001,11.694197500000001
418,382.0,7.6976379999999995,11.7341795
419,381.0,7.7107085,11.7734985
420,380.0,7.710952000000001,11.832727
421,379.0,7.7057020000000005,11.899598000000001
422,378.0,7.740568,11.8906855
423,377.0,6.713198500000001,11.2335645
424,376.0,6.1854119999999995,11.000174
425,375.0,6.3430055,11.2272035
426,374.0,6.5913505,11.425987500000002
427,373.0,6.835803,11.6652515
428,372.0,6.973247000000001,11.796110500000001
429,371.0,7.120856,11.923494999999999
430,370.0,7.1080325,12.0501765
431,369.0,7.2120315,12.119046
432,368.0,7.252961,12.2928845
433,367.0,7.331543,12.358766
434,366.0,7.3726185,12.5428635
435,365.0,7.42031,12.6622965
436,364.0,7.399736000000001,12.694811
437,363.0,7.4598285,12.7903615
438,362.0,7.350455,12.808560499999999
439,361.0,7.38442,12.942472
440,360.0,7.4606165,12.9938775
441,359.0,7.487454,13.091921
442,358.0,7.4242905,13.240339
443,357.0,7.419975,13.251875
444,356.0,7.4555835,13.267822500000001
445,355.0,7.512878499999999,13.454765
446,354.0,7.440329999999999,13.425542499999999
447,353.0,7.5298195,13.6199565
448,352.0,7.5166284999999995,13.587060000000001
449,351.0,7.498187,13.6942035
450,350.0,7.478548,13.811145499999999
451,349.0,7.5477955,13.8519965
452,348.0,7.5446740000000005,13.97241
453,347.0,7.6042155000000005,14.095134
454,346.0,7.563191,14.0957385
455,345.0,7.656435,14.221424500000001
456,344.0,7.542092500000001,14.3800595
457,343.0,7.527649,14.360360499999999
458,342.0,7.6620025,14.402905
459,341.0,7.5572265000000005,14.462523000000001
460,340.0,7.526346,14.632934500000001
461,339.0,7.598777,14.8200705
462,338.0,7.588068,14.682065999999999
463,337.0,7.4394860000000005,14.7044465
464,336.0,7.504611499999999,14.881859
465,335.0,7.516572,15.041934999999999
466,334.0,7.553371,15.0211235
467,333.0,7.505205500000001,15.0728305
468,332.0,7.604792,15.226242
469,331.0,7.7341245,15.351989
470,330.0,7.518155,15.438509
471,329.0,7.6613595,15.779083
472,328.0,7.8003565,15.6721865
473,327.0,7.8087355,15.674521
474,326.0,7.78691,16.0213355
475,325.0,7.7793600000000005,15.88879
476,324.0,7.7066105,16.160271
477,323.0,7.9005465,16.3802795
478,322.0,7.8744435,16.414948
479,321.0,7.9421075,16.447217000000002
480,320.0,7.7473305,16.434908999999998
481,319.0,7.672162,16.447056
482,318.0,7.151282,15.9622555
483,317.0,7.1069715,15.9463205
484,316.0,7.096756,15.8921455
485,315.0,7.093866,15.9305045
486,314.0,7.092148,15.9867175
487,313.0,7.075717,15.998667000000001
488,312.0,7.091572,16.044736999999998
489,311.0,7.127853,16.1184035
490,310.0,7.1659120000000005,16.1032655
491,309.0,7.159835,16.222239000000002
492,308.0,7.119528,16.3615305
493,307.0,7.168699,16.375719500000002
494,306.0,7.2087835,16.524524999999997
495,305.0,7.2852809999999995,16.6434075
496,304.0,7.2980605,16.697796
497,303.0,7.317529,16.7512875
498,302.0,7.355057,16.860545000000002
499,301.0,7.4440159999999995,16.897098
500,300.0,7.4611935,16.977416499999997
501,299.0,7.5375395,17.032111
502,298.0,7.6464455000000005,17.0855725
503,297.0,7.759729,17.177543
504,296.0,7.8629635,17.2387285
505,295.0,7.9694009999999995,17.3344405
506,294.0,8.114877499999999,17.428068500000002
507,293.0,8.1702885,17.508806
508,292.0,8.256934999999999,17.54268
509,291.0,8.3085165,17.587213
510,290.0,8.3342955,17.659653
511,289.0,8.370476,17.754942
512,288.0,8.368738,17.825769
513,287.0,8.331101499999999,17.8637865
514,286.0,8.297184,17.934397
515,285.0,8.2532465,17.996116999999998
516,284.0,8.2595515,18.0674705
517,283.0,8.2352775,18.103694
518,282.0,8.255332,18.170527
519,281.0,8.231273,18.196165999999998
520,280.0,8.243168,18.204145
521,279.0,8.243742000000001,18.2269065
522,278.0,8.2294935,18.240623499999998
523,277.0,8.210518,18.254336000000002
524,276.0,8.238610000000001,18.305429
525,275.0,8.233525499999999,18.3448585
526,274.0,8.261954,18.412955
527,273.0,8.2862115,18.529054000000002
528,272.0,8.340111,18.648698
529,271.0,8.3641555,18.7698495
530,270.0,8.412189000000001,18.8993125
531,269.0,8.452694000000001,18.96004
532,268.0,8.482329499999999,19.0823215
533,267.0,8.54739,19.22089
534,266.0,8.623481,19.456166500000002
535,265.0,8.7156685,19.5982695
536,264.0,8.794133500000001,19.81371
537,263.0,8.872594,20.0065905
538,262.0,8.9562715,20.174608499999998
539,261.0,9.025748499999999,20.327865
540,260.0,9.099507,20.505828
541,259.0,9.1985565,20.70904
542,258.0,9.289726,20.832303
543,257.0,9.3894115,20.9605235
544,256.0,9.488672,21.0892825
545,255.0,9.5425655,21.229366
546,254.0,9.645775,21.293671500000002
547,253.0,9.8027665,21.390971
548,252.0,9.8794155,21.430491
549,251.0,9.991525,21.479837500000002
550,250.0,10.14028,21.533341999999998
