Wavelength,Reflectance-0,Reflectance-5,Reflectance-10,Reflectance-15,Reflectance-20,Reflectance-25,Reflectance-30,Reflectance-35,Reflectance-40,Reflectance-45,Reflectance-50,Reflectance-55,Reflectance-60
300.0,0.6906189918518,0.69064692407846,0.69108605384826,0.6930837035179099,0.6988723874092101,0.71234433352947,0.74011612683534,0.79340957105159,0.89149484038352,1.1725041642785001,1.50076580792665,2.08234342932701,3.12103851884603
301.0,0.68945240974426,0.6894804090261399,0.68991854786872,0.69191426038742,0.6976940631866401,0.71114902198314,0.7388832271099,0.79211017489433,0.8900754749774901,1.17073984444141,1.49865251593291,2.0796662680804703,3.1174580194056
302.0,0.6883003711700401,0.68832822144031,0.6887665390968299,0.6907582879066401,0.69653099775314,0.70996856689453,0.73766700178384,0.7908277735113999,0.88867333531379,1.16899575293064,1.49656704440712,2.07701920345425,3.11391999572515
303.0,0.68716233968734,0.68719021230936,0.68762809038162,0.68961709737777,0.69538253545761,0.70880150794982,0.7364650294184599,0.7895591109990999,0.8872887790203,1.16727423667907,1.49450455792248,2.07440477982163,3.11042390018701
304.0,0.68603771924972,0.68606708198785,0.68650311231613,0.68849033117294,0.69424802064895,0.7076501399278601,0.73527873307466,0.7883073911070799,0.8859210312366399,1.16557285189628,1.49246769025921,2.07182049378752,3.10696789994835
305.0,0.68492877483367,0.68495675176382,0.68539306521415,0.68737757205963,0.69312745332717,0.70651245117187,0.7341064140200599,0.78707122802734,0.88456949591636,1.1638925075531,1.49045466817915,2.0692686624825,3.10355354845523
306.0,0.68383210897445,0.68386013060808,0.6842962056398301,0.6862780451774501,0.69202077388763,0.7053884118795299,0.73294841498136,0.78584960103034,0.88323545455932,1.1622320264577801,1.48846669122576,2.0667452476918697,3.1001776456832797
307.0,0.68274903297424,0.68277725577354,0.68321235477924,0.6851914525032,0.69092720746994,0.70427878201007,0.73180446028709,0.7846420556306801,0.88191637396812,1.1605914160609199,1.48650276660919,2.06425243243575,3.0968408845365
308.0,0.6816799044609,0.68170779943466,0.6821421235799701,0.68411856889724,0.68984657526016,0.70318205654621,0.73067491501569,0.78344988822937,0.8806136548519101,1.15896996855735,1.48456024378538,2.06178601458668,3.09354223310947
309.0,0.68062162399291,0.68064995110034,0.68108446896076,0.68305921554565,0.68877959251403,0.70209825038909,0.72955855727195,0.78227292746305,0.8793267011642399,1.15736831724643,1.48264219239354,2.0593505352735497,3.09027918800711
310.0,0.67957806587219,0.67960626631975,0.68003925681114,0.68201148509979,0.68772536516189,0.70102815330028,0.72845567017793,0.78110861033201,0.87805414199829,1.15578588098287,1.4807448945939499,2.05694338306784,3.0870557650923702
311.0,0.67854577302932,0.6785748675465499,0.67900729179382,0.68097704648971,0.68668401241302,0.69997034966945,0.72736546397209,0.7799584418535199,0.87679821252822,1.1542214676737699,1.4788713734596899,2.05456361547112,3.0838687345385503
312.0,0.67752647399902,0.67755554616451,0.67798767983913,0.67995476722717,0.68565499782562,0.69892506301403,0.72628862410783,0.77882234752178,0.8755562305450401,1.1526756286621,1.47701834887266,2.0522098354995197,3.08071511983871
313.0,0.67651915550231,0.6765479817986401,0.67697983980178,0.67894446849822,0.68463712930679,0.69789285957813,0.72522412985563,0.7776992991566599,0.87432852387428,1.15114687383174,1.47518596611917,2.04988310858607,3.0776001214981
314.0,0.67552369832992,0.67555257678031,0.67598311603069,0.67794609069824,0.68363243341445,0.69687271118164,0.72417267411947,0.7765891402959799,0.87311527132987,1.14963761717081,1.4733757097274,2.04758452251553,3.07451898232102
315.0,0.6745399832725499,0.67456893622875,0.6749989837408,0.67695945501327,0.68263918161392,0.6958635896444301,0.72313346713781,0.77549239993095,0.87191659212112,1.14814359694719,1.47158609889447,2.045310202986,3.0714721567928702
316.0,0.6735681891441301,0.6735960468649801,0.67402654886245,0.6759842038154601,0.68165743350982,0.69486720860004,0.72210631519556,0.7744080647826099,0.8707312047481499,1.14666957408189,1.46981690078973,2.04306052997708,3.06845860555768
317.0,0.67260694503784,0.67263481765985,0.67306464910507,0.6750199198722799,0.68068718910217,0.69388161599636,0.72109103202819,0.77333671599626,0.8695600330829599,1.14521007239818,1.46806836128234,2.04083723947405,3.06547780707478
318.0,0.67165702581405,0.67168491333723,0.67211411893367,0.67406785488128,0.6797283291816699,0.69290778040885,0.7200876548886199,0.77227783948183,0.86840179562568,1.14376738667488,1.46633866988122,2.03863928094506,3.06252928823232
319.0,0.670718729496,0.67074644565582,0.67117507755756,0.67312610149383,0.67878037691116,0.69194529950618,0.71909496188163,0.77123066782951,0.8672569096088399,1.14234234392642,1.4646289087831899,2.0364665351808,3.05961504206061
320.0,0.6697897911071701,0.6698185279965401,0.6702460050582799,0.6721951961517301,0.67784279584884,0.6909937262535001,0.7181147634983,0.7701955512166,0.8661250174045501,1.1409326121211,1.46293747983872,2.03431505337357,3.05673165619373
321.0,0.66887193918228,0.66890095174312,0.66932809352874,0.67127537727355,0.67691695690155,0.69005289673805,0.7171452865004501,0.76917340606451,0.86500644683837,1.13953918218612,1.4612664934247699,2.0321883149445,3.05387920886278
322.0,0.66796547174453,0.66799335181713,0.66842110455036,0.67036533355712,0.67600041627883,0.68912301957607,0.71618633717298,0.76816088706254,0.86390036344528,1.13816083222627,1.45961243659257,2.03008519485592,3.05105797946453
323.0,0.66706925630569,0.66709587723016,0.6675236821174599,0.6694655418395901,0.6750950217247,0.68820410966873,0.71523863077163,0.76716013997793,0.86280679702758,1.1367973685264499,1.4579769577830999,2.02800657972693,3.0482664406299502
324.0,0.66618275642395,0.66620960086584,0.66663627326488,0.66857641935348,0.67419999837875,0.6872951388359,0.71430215239524,0.7661717459559401,0.86172488331794,1.13545032590627,1.4563595540821501,2.0259489454329,3.04550509527325
325.0,0.66530531644821,0.6653332263231201,0.66575932502746,0.66769725084304,0.67331486940383,0.6863959133625,0.71337586641311,0.7651931867003401,0.8606552183628,1.13411699235439,1.45476043783128,2.0239138118922697,3.04277139529585
326.0,0.6644385457038801,0.66446644812822,0.66489207744598,0.6668277978897,0.6724390387535,0.6855071038007701,0.71246007084846,0.76422683149576,0.8595975339412599,1.1327986717224099,1.4531773179769498,2.02190041169524,3.04007013142108
327.0,0.66358071565628,0.6636085659265499,0.66403426229953,0.66596841812133,0.6715741753578099,0.6846279501914899,0.71155419945716,0.7632708922028499,0.8585513532161699,1.1314953044056801,1.45161214470863,2.01990953832864,3.03739490360021
328.0,0.66273266077041,0.6627614274621,0.66318540275096,0.66511821746826,0.6707180738449,0.68375864624977,0.71065820008516,0.76232496649026,0.85751691460609,1.13020583242177,1.45006448589265,2.0179385878145597,3.03474976867437
329.0,0.66189551353454,0.66192217171192,0.66234701871871,0.6642769575119,0.6698708534240699,0.68289940059185,0.70977204293012,0.7613895088434199,0.8564940690994199,1.1289302930235798,1.44853406213223,2.01598916575312,3.03213151916861
