,nm,Ref-0,Ref-5,Ref-10,Ref-15,Ref-20,Ref-45,Ref-50,Ref-55,Ref-60
78,378.0,2.23316347332745,2.233753391302,2.2366300915129402,2.24498211549446,2.26504041094295,3.21153337042909,3.93654827516432,5.14636207284601,7.1501648626117005
79,379.0,2.2313926038611602,2.23184884770847,2.2346315937109202,2.24335119924247,2.26333757953085,3.21059368338342,3.9329479106440197,5.13776309546055,7.152798768611899
80,380.0,2.23018006157614,2.23046576557904,2.2329030806790997,2.24155644473917,2.26179944789484,3.2089632945064404,3.9290933312764302,5.138896864027339,7.13863304997049
81,381.0,2.22655939985364,2.22771633130945,2.23128927543461,2.2398730326495997,2.25998521554693,3.2025923528148703,3.93213453743802,5.13846187140233,7.13733542445516
82,382.0,2.22510147649198,2.22617646726965,2.22981225872784,2.23828788229972,2.25824678211174,3.20128265579799,3.92731202829731,5.13334735399726,7.13721203284803
83,383.0,2.22323425321578,2.22407991636469,2.22758582742772,2.23643940845988,2.256550626247,3.20218493259027,3.9281643703608697,5.13687133854636,7.13648966600066
84,384.0,2.2220758887209002,2.2227887441910803,2.22598550344668,2.23474067024514,2.25497220021374,3.20017847003368,3.9225282139735205,5.13084855942577,7.13434411246357
85,385.0,2.22159076783657,2.22214319691509,2.22494202023856,2.23332922035455,2.25338206294588,3.19796839662259,3.92214297063592,5.12567729962496,7.129367857746311
86,386.0,2.22053877795487,2.22105080754309,2.2237412978243,2.23189380369856,2.25164288068711,3.19579505911963,3.91600024353116,5.12442010403219,7.13112149593615
87,387.0,2.2187527119632797,2.21906470046341,2.2215439712435,2.23026126015037,2.2501075486872297,3.19310503343921,3.91581546949874,5.12249750713557,7.1270678127787
88,388.0,2.21763886442184,2.21786807874888,2.22012089323773,2.22862029331512,2.24856794366687,3.19248633579705,3.9154362035229804,5.12031266347095,7.1126381720242
89,389.0,2.2139296902179697,2.2150207011476097,2.21855868177302,2.22703781248852,2.24698154356703,3.1915811383048,3.91255629621734,5.11663340079169,7.12362256206851
90,390.0,2.21272921379804,2.21373684203065,2.2172538724079702,2.22559821067713,2.24544213946647,3.18587268637856,3.9100066307489705,5.115315201963759,7.117336620404189
91,391.0,2.21089925756454,2.21166930865123,2.21502693336606,2.2238529554620303,2.24373282089717,3.18769505340838,3.90369164216592,5.11379301075618,7.12023840863257
92,392.0,2.20978046455383,2.21045373766459,2.21357003685385,2.22224974111802,2.24233315296024,3.1847273590797496,3.9065553592509503,5.11084343163091,7.12131963377706
93,393.0,2.20935020209439,2.20987572999298,2.2126334292314898,2.22089555870257,2.24086704923547,3.18233117450112,3.9055359739290503,5.10660203049238,7.11393487082701
94,394.0,2.2083141874160597,2.2088161830212902,2.21148512351289,2.21963134645521,2.23945522815436,3.18145970483552,3.90510562131488,5.10855692360512,7.1133126386675904
