Wavelength,Reflectance-0,Reflectance-5,Reflectance-10,Reflectance-15,Reflectance-20,Reflectance-25,Reflectance-30,Reflectance-35,Reflectance-40,Reflectance-45,Reflectance-50,Reflectance-55,Reflectance-60
300.0,0.84108072519302,0.8411128595471299,0.84162771701812,0.8439660072326599,0.8507282137870701,0.8664292097091599,0.89868506044149,1.06183137651532,1.1801884155720401,1.3905680961906899,1.76028441637754,2.40897959470748,3.55381732061505
301.0,0.83966845273971,0.8397023379802699,0.84021610021591,0.8425506055355,0.84930384159088,0.86498498916625,0.89720076322555,1.06012322008609,1.17834558524191,1.38849896565079,1.7578442133963101,2.4059440195560398,3.54985127225518
302.0,0.83827412128448,0.8383080512285199,0.8388214707374501,0.84115290641784,0.84789764881134,0.86355873942375,0.89573449641466,1.05843717558309,1.1765263900160698,1.38645658269524,1.75543312355875,2.40294328331947,3.54593146219849
303.0,0.83689731359481,0.8369321003556199,0.83744448423385,0.83977290987968,0.8465088605880701,0.8621506989002201,0.89428623020648,1.0567713510245,1.17473010160028,1.3844387046992699,1.7530510872602398,2.3999782204627897,3.54205693304538
304.0,0.8355382680892901,0.8355721160769399,0.83608391880989,0.8384101390838601,0.84513729810714,0.86075919866561,0.8928576484322499,1.0551267107948599,1.17295513302087,1.38244474306702,1.75069852173328,2.39705038070678,3.53822696208953
305.0,0.83419644832611,0.8342285454273201,0.83473987877368,0.8370636999607001,0.8437820672988801,0.8593855202198001,0.8914431631565001,1.05350115615874,1.17120104283094,1.38047558441758,1.7483749017119399,2.39415688812732,3.5344399549067
306.0,0.83286905288696,0.83290318399667,0.83341351151466,0.8357337713241499,0.84244394302368,0.85802756249904,0.89004801958799,1.05189536139369,1.16946849972009,1.3785286433994701,1.7460765875875899,2.3912947922945,3.5307000093161998
307.0,0.83155810832977,0.83159216493368,0.8321023434400501,0.8344200849533001,0.8411226272583,0.8566864728927599,0.8886696845293,1.05030927900224,1.16775763966143,1.3766067661345,1.74380647763609,2.38846915960311,3.52699897065758
308.0,0.8302643299102699,0.83029846847057,0.83080720901489,0.8331216573715199,0.83981668949127,0.85536248981952,0.8873086571693399,1.04874099139124,1.16606696695089,1.37470646575093,1.7415647618472498,2.3856737166643103,3.5233429186046097
309.0,0.8289869427680899,0.82901881635189,0.82952785491943,0.83183950185775,0.83852636814117,0.8540536761283799,0.8859629780053999,1.04719224199652,1.1643958967179,1.37282978370785,1.73934707790613,2.38291077315807,3.51972777768969
310.0,0.8277233839035,0.82775521278381,0.82826380431652,0.8305727839469901,0.8372513651847799,0.85276107490062,0.88463377207517,1.04566348809748,1.16274450719356,1.37097324058413,1.73715671151876,2.3801812082529,3.51615370810031
311.0,0.8264737129211399,0.8265076279640101,0.8270145356655101,0.8293210864067001,0.83599114418029,0.8514829725027,0.88331892341375,0.94417998194694,1.16111351549625,1.3691394813358702,1.73499024659395,2.37748102843761,3.51262030005455
312.0,0.8252400159835801,0.82527390867471,0.82578063011169,0.82808429002761,0.8347473144531201,0.8502209037542299,0.88202193379402,0.9428162723779601,1.15950117260217,1.36732840165495,1.73284909129142,2.3748138099908798,3.5091249458491798
313.0,0.82402223348617,0.8240541890263501,0.8245610743760999,0.82686221599578,0.83351725339889,0.84897302091121,0.8807381466031,0.94146788120269,1.15790840424597,1.36553633585572,1.73073407262563,2.3721759766340202,3.50567240640521
314.0,0.8228179216384799,0.82284975051879,0.82335549592971,0.82565456628799,0.83230143785476,0.8477407544851301,0.87947190552949,0.94013650715351,1.15633272379636,1.3637663014233101,1.72864251956343,2.36956752836704,3.5022551305592002
315.0,0.8216265439987099,0.8216602802276599,0.8221646249294201,0.8244603276252699,0.8311004042625401,0.84652282297611,0.87821894884109,0.9388201683759599,1.15477642603218,1.36201629042625,1.72657460346817,2.36698983609676,3.49887504056096
316.0,0.82045060396194,0.82048241049051,0.8209881782531699,0.8232803940773,0.82991349697113,0.8453183472156499,0.87698056548833,0.9375174492597499,1.15323798544704,1.36028691008687,1.72452946752309,2.36443857848644,3.4955345280468397
317.0,0.81928819417953,0.81931993365287,0.81982421875,0.82211476564407,0.82873994112014,0.8441277593374199,0.87575709074735,0.9362320601940101,1.15171685069799,1.35857730731368,1.72250808775424,2.3619176894426297,3.4922291673719803
318.0,0.8181388974189701,0.81817073374986,0.81867399811744,0.82096177339553,0.82758045196533,0.8429520279168999,0.87454722821712,0.93495993316173,1.15021337755024,1.3568866774439798,1.7205098345875702,2.35942579805851,3.4889628700912
319.0,0.81700128316879,0.8170349150895999,0.81753738224506,0.8198229670524501,0.82643336057662,0.84178861975669,0.87335101515054,0.93370248377323,1.14872679859399,1.3552141673862899,1.7185333520174002,2.35696105659008,3.4857280105352397
320.0,0.81587982177734,0.8159107342362399,0.8164134025573699,0.8186965584754899,0.82530063390731,0.84063938260078,0.8721692636609,0.93246079981327,1.14725757203996,1.3535622581839502,1.71657931804656,2.35452209413051,3.4825306721031604
321.0,0.81476747989654,0.81480137258768,0.8153023719787499,0.81758284568786,0.8241801857948299,0.8395024389028499,0.87100064754486,0.93123249709606,1.14580421894788,1.35192791372537,1.71464750170707,2.35210928320884,3.4793685786425996
322.0,0.81367045640945,0.81370409578084,0.81420476734638,0.8164823651313701,0.82307183742523,0.8383792191743801,0.86984481662511,0.93001715838909,1.14436805993318,1.3503113314509299,1.71273654326796,2.34972544014453,3.4762391000986095
323.0,0.8125846385955799,0.8126183077692899,0.81311863660812,0.8153944611549301,0.8219776153564401,0.83726841211318,0.86870201677083,0.9288152903318401,1.14294714666903,1.3487144634127601,1.71084694936871,2.3473667949438,3.4731430299580097
324.0,0.8115116953849699,0.8115453273057901,0.81204530596733,0.81431847810745,0.82089394330978,0.8361699283123,0.86757337301969,0.9276285469532001,1.14154288917779,1.34713368490338,1.70897790789604,2.34503111243248,3.47008231654763
325.0,0.8104507327079701,0.8104843497276301,0.8109833300113599,0.8132545351982099,0.81982338428497,0.83508469164371,0.86645530164241,0.92645356059074,1.14015380106866,1.34557157382369,1.7071286141872402,2.342723056674,3.46705135330557
326.0,0.8094016313552801,0.8094353005289999,0.8099337369203499,0.8122025132179199,0.81876510381698,0.83401019871234,0.8653516918420701,0.9252925962209699,1.13877975754439,1.34402554109692,1.7053007371723599,2.3404396623373,3.46405418589711
327.0,0.80836427211761,0.80839782953262,0.8088954091071999,0.8111623525619499,0.8177183866500799,0.8329484462738,0.86425948888063,0.92414550483226,1.13742221146821,1.34249741211533,1.7034911699593,2.33818028867244,3.46108919009566
328.0,0.80733889341354,0.80737075209617,0.8078693598508799,0.8101335763931201,0.81668269634246,0.83189803361892,0.8631784915924,0.9230083972215599,1.13607832044363,1.3409851267933801,1.70170274376869,2.335946559906,3.4581533037126
329.0,0.8063251972198401,0.8063560053706099,0.80685417354106,0.8091153502464201,0.81565904617309,0.83085916936397,0.8621101453900301,0.92188650369644,1.13474848680198,1.33948941901326,1.69993317499756,2.33373469114303,3.4552501477301103
330.0,0.8053200840950001,0.8053535073995499,0.8058496713638299,0.80810993909835,0.8146464228629999,0.8298328518867399,0.86105446517467,0.9207745492458299,1.13343430869281,1.33800987899303,1.6981825008988298,2.33154693245887,3.45237582921981
331.0,0.80432856082916,0.8043603375553999,0.80485692620277,0.80711460113525,0.8136449456214899,0.82881633937358,0.86000967025756,0.9196759164333299,1.1321340855211,1.33654636517167,1.69644927233457,2.32938238978385,3.44953293725848
332.0,0.8033458590507501,0.8033791407942701,0.80387508869171,0.80612921714782,0.81265354156494,0.8278113156557,0.85897503793239,0.91858947277069,1.13084811717271,1.33509824424982,1.6947356313467,2.32723912596702,3.44671710208058
333.0,0.80237436294555,0.80240792036056,0.80290353298187,0.80515539646148,0.81167435646057,0.82681754231452,0.8579535037279099,0.91751383244991,1.12957556359469,1.33366673439741,1.69303977862,2.32511940598487,3.4439331591129303
334.0,0.8014143705368,0.8014462217688499,0.8019421398639599,0.8041925430297799,0.8107043504714899,0.8258341848850201,0.85694185644388,0.9164507538080201,1.12831653840839,1.33224951103329,1.6913615204393802,2.32302330434322,3.4411777369678003
335.0,0.80046504735946,0.80049642175436,0.80099113285541,0.8032402396202,0.8097461462020801,0.8248609006404801,0.85594078898429,0.91539786756038,1.1270712465047799,1.33084741979837,1.68970155715942,2.3209468424320203,3.4384480677545
336.0,0.7995246648788401,0.7995562925934699,0.8000501543283399,0.80229663848876,0.80879694223403,0.82389895617961,0.85495121031999,0.9143574386835,1.12583937495946,1.32945990189909,1.6880585700273498,2.31889237463474,3.4357495047152
337.0,0.79859483242034,0.7986263558268499,0.79911969602108,0.8013643026351901,0.8078582286834699,0.82294678688049,0.85397209972143,0.9133277237415299,1.12461990118026,1.32808684557676,1.6864341348409602,2.3168596029281603,3.4330742880702
338.0,0.7976751923561,0.79770664870738,0.79819957911968,0.80044198036193,0.80693042278289,0.8220050185918801,0.85300253331661,0.9123084992170301,1.12341300956904,1.32672871276736,1.68482476100325,2.3148466646671197,3.43042955547571
