nm, %R
800.000000, 9.708342
799.000000, 9.717992
798.000000, 9.736783
797.000000, 9.693407
796.000000, 9.715452
795.000000, 9.816272
794.000000, 9.758809
793.000000, 9.588190
792.000000, 9.737195
791.000000, 9.797813
790.000000, 9.676201
789.000000, 9.671334
788.000000, 9.832151
787.000000, 9.795370
786.000000, 9.669384
785.000000, 9.727245
784.000000, 9.824025
783.000000, 9.721804
782.000000, 9.690611
781.000000, 9.829277
780.000000, 9.803157
779.000000, 9.653836
778.000000, 9.726406
777.000000, 9.857614
776.000000, 9.766000
775.000000, 9.740306
774.000000, 9.807129
773.000000, 9.790997
772.000000, 9.688491
771.000000, 9.803498
770.000000, 9.843394
769.000000, 9.701130
768.000000, 9.718277
767.000000, 9.850183
766.000000, 9.764389
765.000000, 9.696834
764.000000, 9.796358
763.000000, 9.850297
762.000000, 9.703603
761.000000, 9.774093
760.000000, 9.854113
759.000000, 9.746645
758.000000, 9.728764
757.000000, 9.871723
756.000000, 9.805683
755.000000, 9.727893
754.000000, 9.842334
753.000000, 9.838616
752.000000, 9.739532
751.000000, 9.810330
750.000000, 9.827744
749.000000, 9.730412
748.000000, 9.784802
747.000000, 9.879323
746.000000, 9.779263
745.000000, 9.761934
744.000000, 9.847600
743.000000, 9.799362
742.000000, 9.756761
741.000000, 9.847688
740.000000, 9.815313
739.000000, 9.765597
738.000000, 9.838111
737.000000, 9.822900
736.000000, 9.781860
735.000000, 9.832294
734.000000, 9.845464
733.000000, 9.746292
732.000000, 9.819764
731.000000, 9.831744
730.000000, 9.796900
729.000000, 9.831960
728.000000, 9.853096
727.000000, 9.768049
726.000000, 9.804558
725.000000, 9.819284
724.000000, 9.760057
723.000000, 9.823379
722.000000, 9.852003
721.000000, 9.787719
720.000000, 9.828240
719.000000, 9.854396
718.000000, 9.814335
717.000000, 9.836624
716.000000, 9.838049
715.000000, 9.793913
714.000000, 9.836063
713.000000, 9.829635
712.000000, 9.806205
711.000000, 9.849884
710.000000, 9.825620
709.000000, 9.810033
708.000000, 9.847365
707.000000, 9.818923
706.000000, 9.812041
705.000000, 9.838544
704.000000, 9.826349
703.000000, 9.834599
702.000000, 9.842031
701.000000, 9.837318
700.000000, 9.858986
699.000000, 9.839366
698.000000, 9.826814
697.000000, 9.864726
696.000000, 9.844206
695.000000, 9.847279
694.000000, 9.866202
693.000000, 9.836253
692.000000, 9.855171
691.000000, 9.873082
690.000000, 9.858315
689.000000, 9.869132
688.000000, 9.856240
687.000000, 9.868554
686.000000, 9.882954
685.000000, 9.856934
684.000000, 9.883100
683.000000, 9.880522
682.000000, 9.857912
681.000000, 9.872482
680.000000, 9.866569
679.000000, 9.877238
678.000000, 9.886685
677.000000, 9.872697
676.000000, 9.894129
675.000000, 9.885201
674.000000, 9.877374
673.000000, 9.898216
672.000000, 9.899073
671.000000, 9.915878
670.000000, 9.911115
669.000000, 9.905687
668.000000, 9.918955
667.000000, 9.901452
666.000000, 9.917998
665.000000, 9.907563
664.000000, 9.905697
663.000000, 9.931439
662.000000, 9.926993
661.000000, 9.943188
660.000000, 9.937483
659.000000, 9.922355
658.000000, 9.926673
657.000000, 9.935481
656.000000, 9.954477
655.000000, 9.941286
654.000000, 9.945827
653.000000, 9.953484
652.000000, 9.951360
651.000000, 9.968763
650.000000, 9.942988
649.000000, 9.952542
648.000000, 9.958590
647.000000, 9.966523
646.000000, 9.969559
645.000000, 9.977602
644.000000, 9.988511
643.000000, 9.988129
642.000000, 9.991218
641.000000, 9.988541
640.000000, 9.990307
639.000000, 9.999660
638.000000, 9.992000
637.000000, 10.006007
636.000000, 10.004130
635.000000, 10.023358
634.000000, 10.029061
633.000000, 10.037963
632.000000, 10.041632
631.000000, 10.035246
630.000000, 10.043008
629.000000, 10.047026
628.000000, 10.065549
627.000000, 10.065963
626.000000, 10.080658
625.000000, 10.087932
624.000000, 10.085420
623.000000, 10.090534
622.000000, 10.090937
621.000000, 10.097661
620.000000, 10.101839
619.000000, 10.110756
618.000000, 10.120300
617.000000, 10.135859
616.000000, 10.129185
615.000000, 10.132186
614.000000, 10.133896
613.000000, 10.142073
612.000000, 10.167550
611.000000, 10.158767
610.000000, 10.173260
609.000000, 10.165023
608.000000, 10.182607
607.000000, 10.183385
606.000000, 10.181684
605.000000, 10.195280
604.000000, 10.212148
603.000000, 10.217294
602.000000, 10.204329
601.000000, 10.216793
600.000000, 10.216769
599.000000, 10.225794
598.000000, 10.240217
597.000000, 10.248723
596.000000, 10.256314
595.000000, 10.256806
594.000000, 10.269246
593.000000, 10.271725
592.000000, 10.296774
591.000000, 10.285675
590.000000, 10.294204
589.000000, 10.306083
588.000000, 10.309978
587.000000, 10.310014
586.000000, 10.308924
585.000000, 10.331584
584.000000, 10.314733
583.000000, 10.334217
582.000000, 10.336235
581.000000, 10.344864
580.000000, 10.336332
579.000000, 10.336440
578.000000, 10.340361
577.000000, 10.365305
576.000000, 10.371391
575.000000, 10.360689
574.000000, 10.355034
573.000000, 10.369073
572.000000, 10.364980
571.000000, 10.365331
570.000000, 10.372874
569.000000, 10.381937
