nm, %R
800.000000, 10.033519
799.000000, 9.839536
798.000000, 10.095511
797.000000, 10.193060
796.000000, 9.908641
795.000000, 9.873666
794.000000, 10.169200
793.000000, 10.100279
792.000000, 9.847944
791.000000, 10.005467
790.000000, 10.190619
789.000000, 9.974033
788.000000, 9.889921
787.000000, 10.157409
786.000000, 10.158031
785.000000, 9.898461
784.000000, 10.003013
783.000000, 10.221261
782.000000, 10.006510
781.000000, 9.944841
780.000000, 10.172240
779.000000, 10.122063
778.000000, 9.912736
777.000000, 10.053702
776.000000, 10.190456
775.000000, 10.006963
774.000000, 9.988346
773.000000, 10.197877
772.000000, 10.095027
771.000000, 9.936730
770.000000, 10.110526
769.000000, 10.163522
768.000000, 9.991167
767.000000, 10.062256
766.000000, 10.192930
765.000000, 10.045521
764.000000, 9.991670
763.000000, 10.175473
762.000000, 10.135645
761.000000, 9.990887
760.000000, 10.141274
759.000000, 10.181495
758.000000, 9.997987
757.000000, 10.097819
756.000000, 10.182558
755.000000, 10.036228
754.000000, 10.044667
753.000000, 10.190396
752.000000, 10.100437
751.000000, 10.049696
750.000000, 10.191240
749.000000, 10.110876
748.000000, 10.037214
747.000000, 10.180354
746.000000, 10.162183
745.000000, 10.075295
744.000000, 10.178936
743.000000, 10.180221
742.000000, 10.053187
741.000000, 10.142750
740.000000, 10.204186
739.000000, 10.092231
738.000000, 10.170407
737.000000, 10.219486
736.000000, 10.111860
735.000000, 10.183120
734.000000, 10.236751
733.000000, 10.127492
732.000000, 10.176216
731.000000, 10.224345
730.000000, 10.125831
729.000000, 10.181539
728.000000, 10.226283
727.000000, 10.144732
726.000000, 10.202890
725.000000, 10.248670
724.000000, 10.157058
723.000000, 10.223454
722.000000, 10.259451
721.000000, 10.169520
720.000000, 10.241407
719.000000, 10.266640
718.000000, 10.183002
717.000000, 10.281408
716.000000, 10.272507
715.000000, 10.198445
714.000000, 10.294501
713.000000, 10.272998
712.000000, 10.225265
711.000000, 10.318473
710.000000, 10.273621
709.000000, 10.248160
708.000000, 10.327987
707.000000, 10.259266
706.000000, 10.283518
705.000000, 10.356871
704.000000, 10.262043
703.000000, 10.316222
702.000000, 10.358759
701.000000, 10.280431
700.000000, 10.360116
699.000000, 10.356635
698.000000, 10.302934
697.000000, 10.377818
696.000000, 10.334905
695.000000, 10.337227
694.000000, 10.403526
693.000000, 10.329502
692.000000, 10.376404
691.000000, 10.403374
690.000000, 10.345988
689.000000, 10.413432
688.000000, 10.386491
687.000000, 10.372253
686.000000, 10.422241
685.000000, 10.364310
684.000000, 10.404642
683.000000, 10.418523
682.000000, 10.377693
681.000000, 10.451099
680.000000, 10.423137
679.000000, 10.415627
678.000000, 10.460371
677.000000, 10.419302
676.000000, 10.465697
675.000000, 10.458819
674.000000, 10.446141
673.000000, 10.478984
672.000000, 10.437350
671.000000, 10.477134
670.000000, 10.486088
669.000000, 10.475896
668.000000, 10.524698
667.000000, 10.499732
666.000000, 10.522093
665.000000, 10.527288
664.000000, 10.516676
663.000000, 10.559780
662.000000, 10.522426
661.000000, 10.546755
660.000000, 10.549371
659.000000, 10.547768
658.000000, 10.572942
657.000000, 10.557313
656.000000, 10.581233
655.000000, 10.574831
654.000000, 10.586741
653.000000, 10.590627
652.000000, 10.595094
651.000000, 10.622789
650.000000, 10.616793
649.000000, 10.626723
648.000000, 10.613683
647.000000, 10.620450
646.000000, 10.634617
645.000000, 10.638236
644.000000, 10.651960
643.000000, 10.643561
642.000000, 10.666341
641.000000, 10.668950
640.000000, 10.683707
639.000000, 10.680280
638.000000, 10.675605
637.000000, 10.685461
636.000000, 10.686929
635.000000, 10.696616
634.000000, 10.704074
633.000000, 10.732826
632.000000, 10.738777
631.000000, 10.739929
630.000000, 10.735873
629.000000, 10.749886
628.000000, 10.752190
627.000000, 10.760024
626.000000, 10.779528
625.000000, 10.782593
624.000000, 10.797929
623.000000, 10.795179
622.000000, 10.807526
621.000000, 10.808721
620.000000, 10.828550
619.000000, 10.837843
618.000000, 10.839112
617.000000, 10.853216
616.000000, 10.858055
615.000000, 10.871216
614.000000, 10.878597
613.000000, 10.870499
612.000000, 10.867579
611.000000, 10.878906
610.000000, 10.904845
609.000000, 10.917580
608.000000, 10.899657
607.000000, 10.914378
606.000000, 10.920202
605.000000, 10.934118
604.000000, 10.941877
603.000000, 10.931198
602.000000, 10.942155
601.000000, 10.960670
600.000000, 10.973755
599.000000, 10.962542
598.000000, 10.978441
597.000000, 10.982464
596.000000, 10.994814
595.000000, 10.998825
594.000000, 11.010164
593.000000, 11.012831
592.000000, 11.031953
591.000000, 11.033481
590.000000, 11.045447
589.000000, 11.050262
588.000000, 11.060344
587.000000, 11.070409
586.000000, 11.060373
585.000000, 11.074562
584.000000, 11.069824
583.000000, 11.093215
582.000000, 11.088048
581.000000, 11.105834
580.000000, 11.111440
579.000000, 11.117092
578.000000, 11.121735
577.000000, 11.123753
576.000000, 11.135256
575.000000, 11.154147
574.000000, 11.153727
573.000000, 11.148388
572.000000, 11.175462
571.000000, 11.186040
570.000000, 11.196066
569.000000, 11.186614
568.000000, 11.202064
567.000000, 11.239077
566.000000, 11.220563
565.000000, 11.247599
564.000000, 11.234517
563.000000, 11.266959
562.000000, 11.256659
561.000000, 11.263990
560.000000, 11.261506
559.000000, 11.263079
558.000000, 11.290208
557.000000, 11.281511
556.000000, 11.298657
555.000000, 11.306690
554.000000, 11.305491
553.000000, 11.342374
552.000000, 11.340521
551.000000, 11.354162
550.000000, 11.372292
549.000000, 11.351369
548.000000, 11.386877
547.000000, 11.382574
546.000000, 11.395915
545.000000, 11.399696
544.000000, 11.403290
543.000000, 11.435610
542.000000, 11.443933
541.000000, 11.453576
540.000000, 11.479973
539.000000, 11.474371
538.000000, 11.496067
537.000000, 11.507538
536.000000, 11.511495
535.000000, 11.520704
534.000000, 11.548233
533.000000, 11.538729
532.000000, 11.566347
531.000000, 11.588025
530.000000, 11.581607
529.000000, 11.595353
528.000000, 11.622388
527.000000, 11.620086
526.000000, 11.646092
525.000000, 11.655411
524.000000, 11.657359
523.000000, 11.677370
522.000000, 11.694170
521.000000, 11.695481
520.000000, 11.702856
519.000000, 11.738313
518.000000, 11.730381
517.000000, 11.749548
516.000000, 11.767330
515.000000, 11.779295
514.000000, 11.791684
513.000000, 11.814710
512.000000, 11.839437
511.000000, 11.839255
510.000000, 11.853140
509.000000, 11.876831
508.000000, 11.870574
507.000000, 11.875913
506.000000, 11.913480
505.000000, 11.906370
504.000000, 11.911030
503.000000, 11.929722
502.000000, 11.946203
501.000000, 11.943737
500.000000, 11.953357
499.000000, 11.952717
498.000000, 11.962487
497.000000, 11.957841
496.000000, 11.947237
495.000000, 11.946057
494.000000, 11.965192
493.000000, 11.985186
492.000000, 11.983931
491.000000, 11.982209
490.000000, 11.993026
489.000000, 11.992409
488.000000, 11.999479
487.000000, 12.012437
486.000000, 12.019809
485.000000, 12.022878
484.000000, 12.022445
483.000000, 12.042853
482.000000, 12.055436
481.000000, 12.060681
480.000000, 12.083615
479.000000, 12.122617
478.000000, 12.140597
477.000000, 12.138886
476.000000, 12.151858
475.000000, 12.168147
474.000000, 12.179580
473.000000, 12.201029
472.000000, 12.219297
471.000000, 12.231289
470.000000, 12.245748
469.000000, 12.266582
468.000000, 12.282995
467.000000, 12.287584
466.000000, 12.300728
465.000000, 12.334217
464.000000, 12.350455
463.000000, 12.355728
462.000000, 12.358706
461.000000, 12.367715
460.000000, 12.387702
459.000000, 12.401750
458.000000, 12.418217
457.000000, 12.442764
456.000000, 12.451105
455.000000, 12.453531
454.000000, 12.464866
453.000000, 12.471210
452.000000, 12.477872
451.000000, 12.495192
450.000000, 12.501944
449.000000, 12.507985
448.000000, 12.531116
447.000000, 12.540468
446.000000, 12.544213
445.000000, 12.548231
444.000000, 12.555079
443.000000, 12.573286
442.000000, 12.596026
441.000000, 12.621089
440.000000, 12.646997
439.000000, 12.646394
438.000000, 12.669874
437.000000, 12.691371
436.000000, 12.702820
435.000000, 12.722733
434.000000, 12.739848
433.000000, 12.763435
432.000000, 12.788575
431.000000, 12.804631
430.000000, 12.816715
429.000000, 12.835163
428.000000, 12.858753
427.000000, 12.861378
426.000000, 12.879512
425.000000, 12.911732
424.000000, 12.934150
423.000000, 12.954730
422.000000, 12.984477
421.000000, 12.994053
420.000000, 13.004102
419.000000, 13.041212
418.000000, 13.062185
417.000000, 13.082904
416.000000, 13.110720
415.000000, 13.128298
414.000000, 13.153019
413.000000, 13.174017
412.000000, 13.199479
411.000000, 13.236277
410.000000, 13.251512
409.000000, 13.259999
408.000000, 13.289728
407.000000, 13.328489
406.000000, 13.343370
405.000000, 13.348136
404.000000, 13.377631
403.000000, 13.395969
402.000000, 13.409179
401.000000, 13.448633
400.000000, 13.492427
399.000000, 13.513265
398.000000, 13.524169
397.000000, 13.550986
396.000000, 13.601698
395.000000, 13.612254
394.000000, 13.649200
393.000000, 13.663912
392.000000, 13.690497
391.000000, 13.742406
390.000000, 13.760156
389.000000, 13.789914
388.000000, 13.854551
387.000000, 13.875725
386.000000, 13.911830
385.000000, 13.949066
384.000000, 14.008136
383.000000, 14.068364
382.000000, 14.096345
381.000000, 14.169936
380.000000, 14.258854
379.000000, 14.338578
378.000000, 14.397580
377.000000, 14.094418
376.000000, 14.125765
375.000000, 14.271465
374.000000, 14.439711
373.000000, 14.546297
372.000000, 14.660090
371.000000, 14.855930
370.000000, 14.744180
369.000000, 14.905291
368.000000, 14.967775
367.000000, 15.107500
366.000000, 15.140844
365.000000, 15.230659
