nm, %R
369.000000, 11.764720
368.000000, 11.914366
367.000000, 11.961879
366.000000, 12.189608
365.000000, 12.394285
364.000000, 12.407284
363.000000, 12.578243
362.000000, 12.613347
361.000000, 12.552036
360.000000, 12.916391
359.000000, 13.012288
358.000000, 12.951175
357.000000, 13.014392
356.000000, 12.953088
355.000000, 13.064799
354.000000, 12.908808
353.000000, 13.058471
352.000000, 13.101870
351.000000, 13.124037
350.000000, 13.134063
