nm, %R
800.000000, 9.669079
799.000000, 9.915216
798.000000, 9.623393
797.000000, 9.491477
796.000000, 9.798720
795.000000, 9.838854
794.000000, 9.535290
793.000000, 9.538981
792.000000, 9.858141
791.000000, 9.734602
790.000000, 9.506866
789.000000, 9.690316
788.000000, 9.837104
787.000000, 9.612462
786.000000, 9.540091
785.000000, 9.798766
784.000000, 9.756735
783.000000, 9.564461
782.000000, 9.653567
781.000000, 9.806840
780.000000, 9.653898
779.000000, 9.582612
778.000000, 9.765081
777.000000, 9.723365
776.000000, 9.594098
775.000000, 9.657658
774.000000, 9.752503
773.000000, 9.640322
772.000000, 9.631713
771.000000, 9.716748
770.000000, 9.693133
769.000000, 9.626152
768.000000, 9.703868
767.000000, 9.702914
766.000000, 9.626795
765.000000, 9.663315
764.000000, 9.719478
763.000000, 9.627526
762.000000, 9.644385
761.000000, 9.724629
760.000000, 9.660134
759.000000, 9.619433
758.000000, 9.703466
757.000000, 9.696978
756.000000, 9.618492
755.000000, 9.687417
754.000000, 9.714611
753.000000, 9.612266
752.000000, 9.650349
751.000000, 9.714397
750.000000, 9.631340
749.000000, 9.618074
748.000000, 9.726490
747.000000, 9.664607
746.000000, 9.629906
745.000000, 9.712253
744.000000, 9.679113
743.000000, 9.603095
742.000000, 9.705809
741.000000, 9.708319
740.000000, 9.589907
739.000000, 9.675792
738.000000, 9.715820
737.000000, 9.606128
736.000000, 9.666522
735.000000, 9.717470
734.000000, 9.608423
733.000000, 9.663739
732.000000, 9.761829
731.000000, 9.622968
730.000000, 9.652954
729.000000, 9.739728
728.000000, 9.637211
727.000000, 9.657567
726.000000, 9.747157
725.000000, 9.639330
724.000000, 9.640084
723.000000, 9.736158
722.000000, 9.650251
721.000000, 9.661058
720.000000, 9.749873
719.000000, 9.654502
718.000000, 9.654065
717.000000, 9.744272
716.000000, 9.638385
715.000000, 9.653279
714.000000, 9.742379
713.000000, 9.654008
712.000000, 9.680720
711.000000, 9.738168
710.000000, 9.631030
709.000000, 9.683445
708.000000, 9.753179
707.000000, 9.660161
706.000000, 9.705742
705.000000, 9.733496
704.000000, 9.664848
703.000000, 9.727840
702.000000, 9.725334
701.000000, 9.674360
700.000000, 9.760975
699.000000, 9.719075
698.000000, 9.690003
697.000000, 9.764641
696.000000, 9.707836
695.000000, 9.712681
694.000000, 9.771355
693.000000, 9.713042
692.000000, 9.745370
691.000000, 9.763623
690.000000, 9.712753
689.000000, 9.765682
688.000000, 9.762840
687.000000, 9.742836
